Emp ID,Origin,Complete Name,First,Middle,Last,Type of Work,Business Email,Date of Joining,Job Role,Company,Office Location
52049,India,Donna Christy Knapp,Donna,Christy,Knapp,EE,donna.knapp@mathisplc.com,4/2/20,"Surveyor, land/geomatics",Mathis PLC,Focused directional migration
52050,Australia,Alexander Hoffman,Alexander,,Hoffman,EE,alexander.hoffman@wright-roberts.com,3/19/19,Medical illustrator,Wright-Roberts,Face-to-face optimal forecast
52270,India,Carl Michael Morris,Carl,Michael,Morris,CW,carl.morris@gilbert-hodge.com,9/2/21,Air broker,Gilbert-Hodge,Customer-focused didactic portal
52278,United States,Julie Cheryl Potts,Julie,Cheryl,Potts,EE,julie.potts@deckerplc.com,7/31/19,Herpetologist,Decker PLC,Total 3rdgeneration alliance
52509,United States,Alexa Li,Alexa,,Li,CW,"alexa.li@murphy,douglasandsalas.com",1/1/23,Clinical embryologist,"Murphy, Douglas and Salas",User-centric optimizing intranet
52759,Japan,Brenda Billy Lamb,Brenda,Billy,Lamb,EE,"brenda.lamb@leonard,washingtonandhall.com",10/23/22,Dentist,"Leonard, Washington and Hall",User-centric optimizing intranet
53018,Australia,Walter Ramos,Walter,,Ramos,CW,walter.ramos@leonard-flores.com,10/14/20,Chartered legal executive (England and Wales),Leonard-Flores,Customer-focused didactic portal
53117,Japan,Alyssa Johnson,Alyssa,,Johnson,EE,alyssa.johnson@smithltd.com,10/6/22,Airline pilot,Smith Ltd,Face-to-face optimal forecast
53183,United States,William Cameron,William,,Cameron,CW,william.cameron@lamb-newman.com,3/27/19,Trade union research officer,Lamb-Newman,Customer-focused didactic portal
53194,Japan,David Joshua Stevens,David,Joshua,Stevens,CW,"david.stevens@murphy,douglasandsalas.com",3/27/21,"Journalist, broadcasting","Murphy, Douglas and Salas",Polarized tangible installation
53223,Germany,Garrett Allen,Garrett,,Allen,EE,garrett.allen@gilbert-hodge.com,5/17/21,Chief Financial Officer,Gilbert-Hodge,User-friendly solution-oriented software
53257,Canada,Kimberly Brenda Munoz,Kimberly,Brenda,Munoz,EE,kimberly.munoz@lamb-newman.com,7/25/19,Osteopath,Lamb-Newman,Total 3rdgeneration alliance
53544,Japan,Toni Wallace,Toni,,Wallace,CW,toni.wallace@wright-roberts.com,10/28/19,Aeronautical engineer,Wright-Roberts,Customer-focused didactic portal
53643,India,Martha Brenda Francis,Martha,Brenda,Francis,EE,martha.francis@lamb-newman.com,9/16/22,Publishing copy,Lamb-Newman,Vision-oriented interactive superstructure
53786,United States,Carly Susan Alvarado,Carly,Susan,Alvarado,EE,carly.alvarado@smithltd.com,12/11/19,"Scientist, research (maths)",Smith Ltd,Sharable 4thgeneration initiative
53829,Canada,David Morgan,David,,Morgan,CW,david.morgan@mathisplc.com,2/3/20,Landscape architect,Mathis PLC,Streamlined systemic matrix
54079,United States,Gregory Walker,Gregory,,Walker,EE,gregory.walker@gibson-little.com,6/10/22,Youth worker,Gibson-Little,Customer-focused didactic portal
54136,Japan,Laura Lauren Ruiz,Laura,Lauren,Ruiz,EE,laura.ruiz@deckerplc.com,3/16/21,"Geologist, engineering",Decker PLC,User-friendly solution-oriented software
54352,United States,Blake Christina Blair,Blake,Christina,Blair,CW,blake.blair@gilbert-hodge.com,their,Multimedia specialist,Gilbert-Hodge,Polarized tangible installation
54600,United States,Valerie Rodriguez,Valerie,,Rodriguez,EE,valerie.rodriguez@mathisplc.com,5/29/19,Art gallery manager,Mathis PLC,User-centric optimizing intranet
54656,Australia,Elizabeth Zachary Bernard,Elizabeth,Zachary,Bernard,EE,elizabeth.bernard@wright-roberts.com,1/26/19,Oceanographer,Wright-Roberts,Streamlined systemic matrix
55058,Canada,Kathleen Smith,Kathleen,,Smith,EE,kathleen.smith@wright-roberts.com,5/24/21,Chartered loss adjuster,Wright-Roberts,Polarized tangible installation
55114,Germany,Jessica Murray,Jessica,,Murray,EE,"jessica.murray@leonard,washingtonandhall.com",12/26/21,"Engineer, control and instrumentation","Leonard, Washington and Hall",Streamlined systemic matrix
55380,Australia,Natasha Rebecca Mahoney,Natasha,Rebecca,Mahoney,EE,natasha.mahoney@leonard-flores.com,boy,Office manager,Leonard-Flores,Streamlined systemic matrix
55615,Australia,Melissa Jacob Wilson,Melissa,Jacob,Wilson,EE,melissa.wilson@deckerplc.com,3/20/22,Video editor,Decker PLC,Customer-focused didactic portal
55645,United States,Melinda Ellis,Melinda,,Ellis,CW,melinda.ellis@deckerplc.com,6/28/23,"Programme researcher, broadcasting/film/video",Decker PLC,User-friendly solution-oriented software
55651,Japan,Kenneth Wallace,Kenneth,,Wallace,EE,kenneth.wallace@gibson-little.com,12/25/18,"Education officer, environmental",Gibson-Little,User-centric optimizing intranet
55678,Germany,Thomas Bruce Green,Thomas,Bruce,Green,CW,"thomas.green@leonard,washingtonandhall.com",8/11/20,Information systems manager,"Leonard, Washington and Hall",Sharable 4thgeneration initiative
55835,Japan,Amber Joyce,Amber,,Joyce,CW,amber.joyce@smithltd.com,9/4/22,General practice doctor,Smith Ltd,User-centric optimizing intranet
56073,United Kingdom,Connie Kenneth Cooper,Connie,Kenneth,Cooper,CW,connie.cooper@gilbert-hodge.com,7/10/21,Television floor manager,Gilbert-Hodge,Total 3rdgeneration alliance
56077,Germany,Stephanie Delacruz,Stephanie,,Delacruz,EE,"stephanie.delacruz@murphy,douglasandsalas.com",2/8/23,Paramedic,"Murphy, Douglas and Salas",Customer-focused didactic portal
56193,United States,Randy Gina Webster,Randy,Gina,Webster,EE,randy.webster@wright-roberts.com,10/14/22,Database administrator,Wright-Roberts,Streamlined systemic matrix
56279,United States,Nicholas Love,Nicholas,,Love,EE,nicholas.love@gibson-little.com,1/14/23,Civil Service administrator,Gibson-Little,Customer-focused didactic portal
56409,Australia,Lisa Grant,Lisa,,Grant,EE,lisa.grant@smithltd.com,6/1/19,"Programmer, multimedia",Smith Ltd,Focused directional migration
56520,Australia,Albert William Mendoza,Albert,William,Mendoza,CW,albert.mendoza@gilbert-hodge.com,12/26/20,Ophthalmologist,Gilbert-Hodge,Streamlined systemic matrix
56563,Australia,Robert Nicole Phillips,Robert,Nicole,Phillips,EE,"robert.phillips@murphy,douglasandsalas.com",7/11/21,Writer,"Murphy, Douglas and Salas",Streamlined systemic matrix
56663,Canada,Joe Richard Smith,Joe,Richard,Smith,CW,joe.smith@wright-roberts.com,10/19/18,Biomedical engineer,Wright-Roberts,Polarized tangible installation
56759,Japan,Kayla Kimberly Bell,Kayla,Kimberly,Bell,EE,"kayla.bell@murphy,douglasandsalas.com",9/3/22,Financial planner,"Murphy, Douglas and Salas",Vision-oriented interactive superstructure
56861,United States,Timothy Webb,Timothy,,Webb,EE,timothy.webb@wright-roberts.com,2/19/21,"Education officer, environmental",Wright-Roberts,Vision-oriented interactive superstructure
57147,Germany,Katherine Tammy Bird,Katherine,Tammy,Bird,CW,katherine.bird@gibson-little.com,role,Arts development officer,Gibson-Little,Sharable 4thgeneration initiative
57150,Australia,Carol Edwards,Carol,,Edwards,EE,carol.edwards@wright-roberts.com,11/28/21,Tax adviser,Wright-Roberts,Polarized tangible installation
57232,Canada,Bradley Victor Morgan,Bradley,Victor,Morgan,EE,bradley.morgan@gibson-little.com,8/16/19,Artist,Gibson-Little,Customer-focused didactic portal
57333,Canada,Jared Jonathan Garcia,Jared,Jonathan,Garcia,EE,jared.garcia@mathisplc.com,4/23/20,Technical brewer,Mathis PLC,User-centric optimizing intranet
57412,Canada,Ashley Dawn Garcia,Ashley,Dawn,Garcia,EE,"ashley.garcia@murphy,douglasandsalas.com",2/8/22,Armed forces training and education officer,"Murphy, Douglas and Salas",User-friendly solution-oriented software
57431,Canada,David Katherine Jimenez,David,Katherine,Jimenez,CW,david.jimenez@gibson-little.com,8/7/21,Television production assistant,Gibson-Little,Face-to-face optimal forecast
57775,United States,Dustin Duane Campbell,Dustin,Duane,Campbell,EE,dustin.campbell@deckerplc.com,3/14/20,Agricultural engineer,Decker PLC,Face-to-face optimal forecast
57781,Canada,Johnathan James,Johnathan,,James,CW,johnathan.james@leonard-flores.com,8/23/20,Colour technologist,Leonard-Flores,Face-to-face optimal forecast
57788,Canada,Jennifer Elliott,Jennifer,,Elliott,EE,jennifer.elliott@gibson-little.com,6/5/21,Broadcast engineer,Gibson-Little,Total 3rdgeneration alliance
57908,United States,Kelly Beck,Kelly,,Beck,EE,"kelly.beck@leonard,washingtonandhall.com",12/27/20,Hospital pharmacist,"Leonard, Washington and Hall",Focused directional migration
57988,Australia,Nathaniel Lopez,Nathaniel,,Lopez,CW,"nathaniel.lopez@leonard,washingtonandhall.com",3/30/20,"Engineer, chemical","Leonard, Washington and Hall",Polarized tangible installation
57996,Germany,John Stacy Salazar,John,Stacy,Salazar,EE,john.salazar@mathisplc.com,machine,Print production planner,Mathis PLC,Streamlined systemic matrix
58031,Japan,Rebecca Gordon,Rebecca,,Gordon,EE,"rebecca.gordon@leonard,washingtonandhall.com",serve,Armed forces technical officer,"Leonard, Washington and Hall",Vision-oriented interactive superstructure
58036,Australia,Henry Mark Hansen,Henry,Mark,Hansen,CW,henry.hansen@deckerplc.com,9/25/22,"Physicist, medical",Decker PLC,Vision-oriented interactive superstructure
58074,Australia,Laura Frank,Laura,,Frank,CW,laura.frank@gilbert-hodge.com,6/24/20,Osteopath,Gilbert-Hodge,Vision-oriented interactive superstructure
58111,Germany,Kerry Berry,Kerry,,Berry,CW,kerry.berry@lamb-newman.com,6/15/20,Mining engineer,Lamb-Newman,Sharable 4thgeneration initiative
58285,United States,Mark Andrew Walker,Mark,Andrew,Walker,EE,mark.walker@wright-roberts.com,11/3/20,"Engineer, communications",Wright-Roberts,Sharable 4thgeneration initiative
58341,Japan,Amanda Christian Hill,Amanda,Christian,Hill,CW,amanda.hill@deckerplc.com,11/11/21,Higher education lecturer,Decker PLC,Sharable 4thgeneration initiative
58356,Canada,Judy Teresa Evans,Judy,Teresa,Evans,CW,"judy.evans@leonard,washingtonandhall.com",4/19/21,Midwife,"Leonard, Washington and Hall",Focused directional migration
58592,United States,Richard Cox,Richard,,Cox,CW,richard.cox@lamb-newman.com,11/29/20,Banker,Lamb-Newman,Streamlined systemic matrix
58654,Japan,Alice Roach,Alice,,Roach,EE,"alice.roach@leonard,washingtonandhall.com",3/19/23,Automotive engineer,"Leonard, Washington and Hall",Sharable 4thgeneration initiative
58660,Canada,Angela Anderson,Angela,,Anderson,EE,"angela.anderson@leonard,washingtonandhall.com",7/1/20,Furniture conservator/restorer,"Leonard, Washington and Hall",Sharable 4thgeneration initiative
58666,Japan,Alexander Dominguez,Alexander,,Dominguez,CW,alexander.dominguez@deckerplc.com,9/2/18,Energy engineer,Decker PLC,Vision-oriented interactive superstructure
58686,United States,Debra Brian Moreno,Debra,Brian,Moreno,CW,"debra.moreno@murphy,douglasandsalas.com",6/6/20,Futures trader,"Murphy, Douglas and Salas",User-centric optimizing intranet
58751,India,Amanda Edwards,Amanda,,Edwards,CW,amanda.edwards@mathisplc.com,11/28/22,Jewellery designer,Mathis PLC,Vision-oriented interactive superstructure
58829,Japan,Daniel Brianna Banks,Daniel,Brianna,Banks,CW,"daniel.banks@leonard,washingtonandhall.com",7/3/20,Metallurgist,"Leonard, Washington and Hall",Streamlined systemic matrix
58907,Germany,Andrea Webb,Andrea,,Webb,CW,"andrea.webb@leonard,washingtonandhall.com",6/13/21,Paediatric nurse,"Leonard, Washington and Hall",Vision-oriented interactive superstructure
58995,Germany,Daniel Wilson,Daniel,,Wilson,EE,daniel.wilson@wright-roberts.com,12/18/19,Set designer,Wright-Roberts,Sharable 4thgeneration initiative
59154,India,Robin Smith,Robin,,Smith,CW,robin.smith@gibson-little.com,12/1/19,"Accountant, chartered public finance",Gibson-Little,Face-to-face optimal forecast
59211,Germany,Sarah Ashley Silva,Sarah,Ashley,Silva,EE,sarah.silva@deckerplc.com,1/14/20,Chief Marketing Officer,Decker PLC,Streamlined systemic matrix
59336,Germany,Karla Brittany Figueroa,Karla,Brittany,Figueroa,EE,"karla.figueroa@leonard,washingtonandhall.com",2/11/23,Ceramics designer,"Leonard, Washington and Hall",User-centric optimizing intranet
59574,Germany,Tiffany Harrison,Tiffany,,Harrison,CW,tiffany.harrison@gibson-little.com,receive,"Nurse, learning disability",Gibson-Little,Vision-oriented interactive superstructure
59676,India,James Duarte,James,,Duarte,EE,"james.duarte@murphy,douglasandsalas.com",8/15/20,Dancer,"Murphy, Douglas and Salas",Customer-focused didactic portal
59702,Germany,Faith Gary Wright,Faith,Gary,Wright,EE,faith.wright@gilbert-hodge.com,10/23/20,Counselling psychologist,Gilbert-Hodge,Vision-oriented interactive superstructure
59874,United Kingdom,Bradley Stephanie Mccarthy,Bradley,Stephanie,Mccarthy,EE,bradley.mccarthy@deckerplc.com,9/23/19,"Scientist, clinical (histocompatibility and immunogenetics)",Decker PLC,User-friendly solution-oriented software
60194,India,Lawrence Kristen Serrano,Lawrence,Kristen,Serrano,EE,lawrence.serrano@gibson-little.com,fire,Publishing rights manager,Gibson-Little,Vision-oriented interactive superstructure
60349,Canada,Mario Dougherty,Mario,,Dougherty,CW,"mario.dougherty@murphy,douglasandsalas.com",10/27/19,Chief Marketing Officer,"Murphy, Douglas and Salas",User-friendly solution-oriented software
60363,Germany,Charles Laura Owen,Charles,Laura,Owen,CW,charles.owen@leonard-flores.com,9/20/20,Herpetologist,Leonard-Flores,Face-to-face optimal forecast
60468,Australia,Melissa Scott,Melissa,,Scott,CW,melissa.scott@gibson-little.com,4/28/19,"Social research officer, government",Gibson-Little,Face-to-face optimal forecast
60605,India,David Adams,David,,Adams,CW,"david.adams@murphy,douglasandsalas.com",1/18/19,Sports development officer,"Murphy, Douglas and Salas",Customer-focused didactic portal
60731,Germany,David Walker,David,,Walker,EE,"david.walker@leonard,washingtonandhall.com",3/6/20,"Teacher, early years/pre","Leonard, Washington and Hall",Total 3rdgeneration alliance
60833,Germany,Justin Jennifer Oneill,Justin,Jennifer,Oneill,EE,justin.oneill@leonard-flores.com,2/24/23,Heritage manager,Leonard-Flores,Polarized tangible installation
60897,Germany,Rachel Paul Lee,Rachel,Paul,Lee,CW,rachel.lee@lamb-newman.com,8/19/20,Product/process development scientist,Lamb-Newman,Vision-oriented interactive superstructure
60941,India,Herbert Hunt,Herbert,,Hunt,CW,herbert.hunt@mathisplc.com,2/22/19,"Designer, jewellery",Mathis PLC,Face-to-face optimal forecast
60985,Japan,Ellen Alexis Ramos,Ellen,Alexis,Ramos,EE,"ellen.ramos@murphy,douglasandsalas.com",4/6/20,"Psychologist, forensic","Murphy, Douglas and Salas",User-friendly solution-oriented software
61139,Japan,Troy Joy Hamilton,Troy,Joy,Hamilton,CW,troy.hamilton@gibson-little.com,4/12/22,Furniture conservator/restorer,Gibson-Little,User-friendly solution-oriented software
61179,United Kingdom,Nicholas Bruce Mcguire,Nicholas,Bruce,Mcguire,EE,nicholas.mcguire@lamb-newman.com,7/22/22,"Surveyor, quantity",Lamb-Newman,Streamlined systemic matrix
61308,United Kingdom,Jason Wilson,Jason,,Wilson,CW,jason.wilson@smithltd.com,7/21/19,"Pharmacist, hospital",Smith Ltd,Polarized tangible installation
61318,India,Kayla Russell,Kayla,,Russell,EE,kayla.russell@gilbert-hodge.com,4/2/22,Occupational hygienist,Gilbert-Hodge,Sharable 4thgeneration initiative
61484,Germany,Toni Alexis Rodriguez,Toni,Alexis,Rodriguez,CW,toni.rodriguez@wright-roberts.com,10/11/19,Building services engineer,Wright-Roberts,Customer-focused didactic portal
61544,United States,Amanda Jones,Amanda,,Jones,CW,amanda.jones@lamb-newman.com,2/5/23,Social worker,Lamb-Newman,Vision-oriented interactive superstructure
61742,United States,Jessica Cole,Jessica,,Cole,CW,"jessica.cole@murphy,douglasandsalas.com",10/26/19,Chief Marketing Officer,"Murphy, Douglas and Salas",Polarized tangible installation
61802,Canada,Jeffrey Marcus Pearson,Jeffrey,Marcus,Pearson,EE,jeffrey.pearson@leonard-flores.com,7/12/23,Personal assistant,Leonard-Flores,Streamlined systemic matrix
61825,Japan,Donna Richard Ford,Donna,Richard,Ford,CW,"donna.ford@leonard,washingtonandhall.com",11/28/19,Commercial horticulturist,"Leonard, Washington and Hall",Focused directional migration
61866,United States,Scott Jennifer Clark,Scott,Jennifer,Clark,CW,scott.clark@smithltd.com,9/22/22,Arts administrator,Smith Ltd,Face-to-face optimal forecast
61985,United States,Bobby Caitlin Gibson,Bobby,Caitlin,Gibson,CW,bobby.gibson@leonard-flores.com,foot,Cabin crew,Leonard-Flores,Vision-oriented interactive superstructure
61992,Australia,Rodney Jonathan James,Rodney,Jonathan,James,CW,rodney.james@deckerplc.com,12/2/21,Food technologist,Decker PLC,User-centric optimizing intranet
62009,Japan,Lauren Paul Martin,Lauren,Paul,Martin,CW,lauren.martin@gilbert-hodge.com,11/22/22,"Education officer, museum",Gilbert-Hodge,Sharable 4thgeneration initiative
62085,Germany,Debra Erika Perry,Debra,Erika,Perry,CW,debra.perry@leonard-flores.com,call,Telecommunications researcher,Leonard-Flores,User-centric optimizing intranet
62359,Germany,Eric Calhoun,Eric,,Calhoun,EE,"eric.calhoun@murphy,douglasandsalas.com",7/4/20,"Biochemist, clinical","Murphy, Douglas and Salas",User-friendly solution-oriented software
62456,Germany,Ashley Douglas Davis,Ashley,Douglas,Davis,CW,ashley.davis@gilbert-hodge.com,6/7/21,Emergency planning/management officer,Gilbert-Hodge,Vision-oriented interactive superstructure
62772,United States,Denise Beth Ross,Denise,Beth,Ross,EE,denise.ross@mathisplc.com,12/12/20,Environmental health practitioner,Mathis PLC,Focused directional migration
62851,Australia,Michael Hale,Michael,,Hale,CW,"michael.hale@murphy,douglasandsalas.com",10/9/20,Risk analyst,"Murphy, Douglas and Salas",Focused directional migration
63048,Canada,David Kenneth Castillo,David,Kenneth,Castillo,CW,david.castillo@wright-roberts.com,12/29/18,Site engineer,Wright-Roberts,User-friendly solution-oriented software
63209,Canada,Victor Gibbs,Victor,,Gibbs,EE,"victor.gibbs@murphy,douglasandsalas.com",1/10/20,Microbiologist,"Murphy, Douglas and Salas",Vision-oriented interactive superstructure
63231,Australia,Kevin Chelsea Henderson,Kevin,Chelsea,Henderson,CW,kevin.henderson@mathisplc.com,8/24/18,Personal assistant,Mathis PLC,User-centric optimizing intranet
63261,Japan,Laura Anthony Garcia,Laura,Anthony,Garcia,CW,laura.garcia@gilbert-hodge.com,7/21/18,"Engineer, structural",Gilbert-Hodge,Sharable 4thgeneration initiative
63362,Australia,Mia Johnson,Mia,,Johnson,CW,mia.johnson@lamb-newman.com,7/5/19,"Librarian, academic",Lamb-Newman,User-friendly solution-oriented software
63639,Japan,Jason Mcknight,Jason,,Mcknight,CW,"jason.mcknight@leonard,washingtonandhall.com",1/17/20,Special educational needs teacher,"Leonard, Washington and Hall",Face-to-face optimal forecast
63781,United States,Madison Kaitlyn Francis,Madison,Kaitlyn,Francis,CW,madison.francis@lamb-newman.com,6/15/23,Banker,Lamb-Newman,User-friendly solution-oriented software
63801,Australia,James Allison,James,,Allison,EE,"james.allison@leonard,washingtonandhall.com",9/28/19,"Psychologist, forensic","Leonard, Washington and Hall",Polarized tangible installation
63946,United Kingdom,Mary Michael Shelton,Mary,Michael,Shelton,CW,mary.shelton@wright-roberts.com,12/25/19,Counsellor,Wright-Roberts,Focused directional migration
64017,Australia,Mary Diaz,Mary,,Diaz,EE,mary.diaz@smithltd.com,5/19/21,Colour technologist,Smith Ltd,Total 3rdgeneration alliance
64292,India,Jamie Li,Jamie,,Li,EE,jamie.li@leonard-flores.com,5/12/21,Applications developer,Leonard-Flores,Face-to-face optimal forecast
64296,Canada,Claire Misty Kent,Claire,Misty,Kent,CW,claire.kent@smithltd.com,12/5/20,"Engineer, drilling",Smith Ltd,Streamlined systemic matrix
64398,United Kingdom,Fred Scott,Fred,,Scott,EE,fred.scott@leonard-flores.com,5/3/19,Information systems manager,Leonard-Flores,Customer-focused didactic portal
64534,India,Susan Sarah Jackson,Susan,Sarah,Jackson,EE,susan.jackson@smithltd.com,12/17/18,Horticultural consultant,Smith Ltd,Streamlined systemic matrix
64980,United Kingdom,Judy Sullivan,Judy,,Sullivan,CW,judy.sullivan@mathisplc.com,4/30/22,Wellsite geologist,Mathis PLC,Total 3rdgeneration alliance
65168,United Kingdom,David Kristina Barnes,David,Kristina,Barnes,EE,"david.barnes@leonard,washingtonandhall.com",7/13/23,"Teacher, early years/pre","Leonard, Washington and Hall",User-friendly solution-oriented software
65249,India,Daniel Laura Stuart,Daniel,Laura,Stuart,CW,daniel.stuart@smithltd.com,7/11/22,Broadcast journalist,Smith Ltd,Customer-focused didactic portal
65290,Canada,Michelle Anthony Hodges,Michelle,Anthony,Hodges,CW,"michelle.hodges@murphy,douglasandsalas.com",1/10/20,Police officer,"Murphy, Douglas and Salas",Face-to-face optimal forecast
65292,Japan,Sharon Ross,Sharon,,Ross,CW,sharon.ross@smithltd.com,12/8/21,Research scientist (life sciences),Smith Ltd,User-friendly solution-oriented software
65633,United States,Felicia Brad Patton,Felicia,Brad,Patton,EE,felicia.patton@wright-roberts.com,10/3/21,Jewellery designer,Wright-Roberts,User-centric optimizing intranet
65671,Germany,Ashley Calhoun,Ashley,,Calhoun,CW,ashley.calhoun@smithltd.com,3/12/19,Brewing technologist,Smith Ltd,User-friendly solution-oriented software
65678,Japan,Gary Eric Hicks,Gary,Eric,Hicks,CW,gary.hicks@deckerplc.com,11/2/22,Occupational therapist,Decker PLC,Customer-focused didactic portal
65821,Germany,Kyle Megan Woods,Kyle,Megan,Woods,EE,kyle.woods@leonard-flores.com,11/15/22,Video editor,Leonard-Flores,Vision-oriented interactive superstructure
66020,United States,Anthony Amanda Ponce,Anthony,Amanda,Ponce,CW,anthony.ponce@deckerplc.com,5/21/20,Financial manager,Decker PLC,Polarized tangible installation
66140,United States,Brenda Denise Abbott,Brenda,Denise,Abbott,CW,"brenda.abbott@murphy,douglasandsalas.com",7/1/20,Hydrogeologist,"Murphy, Douglas and Salas",Total 3rdgeneration alliance
66243,United States,Todd Rebecca Norman,Todd,Rebecca,Norman,EE,todd.norman@smithltd.com,6/22/19,"Psychologist, clinical",Smith Ltd,Streamlined systemic matrix
66334,United States,Zachary Melanie Hull,Zachary,Melanie,Hull,CW,zachary.hull@gilbert-hodge.com,9/8/20,"Scientist, product/process development",Gilbert-Hodge,Face-to-face optimal forecast
66589,Canada,Donna Kathleen Martin,Donna,Kathleen,Martin,EE,donna.martin@wright-roberts.com,11/18/18,Multimedia specialist,Wright-Roberts,Face-to-face optimal forecast
66717,United States,Brian Derek Jackson,Brian,Derek,Jackson,CW,brian.jackson@lamb-newman.com,9/8/18,"Lecturer, further education",Lamb-Newman,Face-to-face optimal forecast
67110,Australia,Beth Vega,Beth,,Vega,CW,beth.vega@smithltd.com,2/9/23,Comptroller,Smith Ltd,Focused directional migration
67280,Germany,Christian Clark,Christian,,Clark,EE,christian.clark@deckerplc.com,2/17/19,Wellsite geologist,Decker PLC,Sharable 4thgeneration initiative
67310,India,Brenda Ayala,Brenda,,Ayala,CW,brenda.ayala@gilbert-hodge.com,1/21/21,"Administrator, local government",Gilbert-Hodge,Total 3rdgeneration alliance
67418,Germany,Brent Victoria Robinson,Brent,Victoria,Robinson,EE,brent.robinson@smithltd.com,5/28/21,Chiropractor,Smith Ltd,Customer-focused didactic portal
67621,United Kingdom,Kathleen Alicia Brown,Kathleen,Alicia,Brown,EE,kathleen.brown@smithltd.com,nice,Early years teacher,Smith Ltd,Focused directional migration
67802,Germany,Kimberly Parks,Kimberly,,Parks,CW,kimberly.parks@wright-roberts.com,7/22/20,"Merchandiser, retail",Wright-Roberts,Polarized tangible installation
67957,United States,Regina Hatfield,Regina,,Hatfield,CW,regina.hatfield@smithltd.com,9/4/22,"Teacher, primary school",Smith Ltd,Total 3rdgeneration alliance
67993,United States,Ronald Annette Taylor,Ronald,Annette,Taylor,EE,"ronald.taylor@murphy,douglasandsalas.com",3/8/22,Insurance underwriter,"Murphy, Douglas and Salas",Vision-oriented interactive superstructure
68044,United Kingdom,Anna Amanda Dorsey,Anna,Amanda,Dorsey,CW,anna.dorsey@lamb-newman.com,8/2/21,"Merchandiser, retail",Lamb-Newman,Streamlined systemic matrix
68112,United Kingdom,Alyssa Hayes,Alyssa,,Hayes,EE,"alyssa.hayes@leonard,washingtonandhall.com",10/12/20,"Editor, magazine features","Leonard, Washington and Hall",Customer-focused didactic portal
68295,United States,Jennifer Taylor Garza,Jennifer,Taylor,Garza,CW,jennifer.garza@lamb-newman.com,2/27/21,"Nurse, mental health",Lamb-Newman,Vision-oriented interactive superstructure
68342,Japan,Melissa Shannon Miller,Melissa,Shannon,Miller,CW,melissa.miller@gibson-little.com,professional,Gaffer,Gibson-Little,User-friendly solution-oriented software
68505,Japan,Maxwell Miller,Maxwell,,Miller,EE,maxwell.miller@deckerplc.com,amount,Leisure centre manager,Decker PLC,User-centric optimizing intranet
68577,Australia,Jason Colleen Mendoza,Jason,Colleen,Mendoza,EE,jason.mendoza@gilbert-hodge.com,2/1/19,Product/process development scientist,Gilbert-Hodge,User-friendly solution-oriented software
68729,Japan,Jared Cox,Jared,,Cox,CW,jared.cox@leonard-flores.com,6/27/22,"Scientist, water quality",Leonard-Flores,User-centric optimizing intranet
68866,Germany,Timothy Weber,Timothy,,Weber,EE,timothy.weber@leonard-flores.com,9/16/22,Colour technologist,Leonard-Flores,Face-to-face optimal forecast
69003,Australia,Bradley Scott Torres,Bradley,Scott,Torres,EE,bradley.torres@deckerplc.com,2/8/22,Aid worker,Decker PLC,User-centric optimizing intranet
69037,Germany,Emily Paul Wilson,Emily,Paul,Wilson,CW,emily.wilson@lamb-newman.com,4/13/20,"Engineer, drilling",Lamb-Newman,Face-to-face optimal forecast
69090,Japan,Jason Eaton,Jason,,Eaton,CW,jason.eaton@wright-roberts.com,5/14/19,Chief of Staff,Wright-Roberts,Sharable 4thgeneration initiative
69133,Canada,Vincent Suzanne Day,Vincent,Suzanne,Day,EE,vincent.day@lamb-newman.com,5/29/21,Medical laboratory scientific officer,Lamb-Newman,Total 3rdgeneration alliance
69157,Canada,Melissa Jacob Ramirez,Melissa,Jacob,Ramirez,CW,melissa.ramirez@gilbert-hodge.com,12/26/18,Architectural technologist,Gilbert-Hodge,Vision-oriented interactive superstructure
69343,Australia,Linda Ebony Smith,Linda,Ebony,Smith,CW,"linda.smith@murphy,douglasandsalas.com",4/21/22,"Engineer, chemical","Murphy, Douglas and Salas",User-centric optimizing intranet
69480,India,Ashley Wyatt,Ashley,,Wyatt,CW,ashley.wyatt@mathisplc.com,11/1/21,Technical sales engineer,Mathis PLC,Customer-focused didactic portal
69605,Germany,Richard Chambers,Richard,,Chambers,EE,richard.chambers@smithltd.com,nation,Computer games developer,Smith Ltd,Sharable 4thgeneration initiative
69906,Germany,Jeremy John Duncan,Jeremy,John,Duncan,EE,jeremy.duncan@wright-roberts.com,4/4/22,Podiatrist,Wright-Roberts,Polarized tangible installation
70060,India,Lisa Luis Smith,Lisa,Luis,Smith,EE,lisa.smith@deckerplc.com,11/17/20,"Education officer, community",Decker PLC,Vision-oriented interactive superstructure
70071,United Kingdom,Vincent Jensen,Vincent,,Jensen,CW,vincent.jensen@lamb-newman.com,9/29/20,Armed forces training and education officer,Lamb-Newman,Sharable 4thgeneration initiative
70154,Japan,Donna Sabrina Mccoy,Donna,Sabrina,Mccoy,CW,donna.mccoy@wright-roberts.com,3/30/21,Hospital doctor,Wright-Roberts,Total 3rdgeneration alliance
70181,India,Melanie Danielle Durham,Melanie,Danielle,Durham,CW,melanie.durham@lamb-newman.com,9/28/20,"Designer, exhibition/display",Lamb-Newman,Total 3rdgeneration alliance
